Country,Year,Discipline,Specialty,RCA_Specialty
Portugal,2017,Biology,Marine Biology & Hydrobiology,2.8291455637390537
Vanuatu,2017,Biology,Marine Biology & Hydrobiology,11.73791936590199
United States,2017,Biology,Miscellaneous Biology,1.2059890351219196
Guatemala,2017,Biology,Miscellaneous Zoology,4.561960313172387
South Africa,2017,Biology,Miscellaneous Zoology,4.520384867070567
Sweden,2017,Biology,Miscellaneous Zoology,1.0712550293900942
Czech Republic,2017,Biomedical Research,Anatomy & Morphology,1.7750582096596226
United Arab Emirates,2017,Biomedical Research,Anatomy & Morphology,1.196011628582407
Argentina,2017,Biomedical Research,Biochemistry & Molecular Biology,1.1412095055035016
Denmark,2017,Biomedical Research,Biochemistry & Molecular Biology,1.106685622412282
Gambia,2017,Biomedical Research,Biochemistry & Molecular Biology,1.025453837504308
Poland,2017,Biomedical Research,Biochemistry & Molecular Biology,1.0508717482712622
Singapore,2017,Biomedical Research,Biochemistry & Molecular Biology,1.044154454579585
Finland,2017,Biomedical Research,Biomedical Engineering,1.0272844523151423
Ivory Coast,2017,Humanities,Literature,1.292552716510824
Czech Republic,2017,Humanities,Miscellaneous Humanities,1.2465163504995975
Greece,2017,Humanities,Miscellaneous Humanities,1.3579030683601196
South Africa,2017,Humanities,Philosophy,1.4107245233832677
Burma,2017,Humanities,Religion,2.602262489617189
United Kingdom,2017,Humanities,Religion,1.863154151278632
Georgia,2017,Mathematics,Applied Mathematics,1.6705089407931415
Oman,2017,Mathematics,Applied Mathematics,1.7558137519927914
Burkina Faso,2017,Mathematics,General Mathematics,1.0686164881953006
Morocco,2017,Mathematics,General Mathematics,2.7207538219182985
Republic of Kosovo,2017,Mathematics,General Mathematics,2.8719068120248705
Vietnam,2017,Mathematics,General Mathematics,3.2230264466172924
Algeria,2017,Mathematics,Miscellaneous Mathematics,1.5006403480874522
Morocco,2017,Mathematics,Miscellaneous Mathematics,2.467477595947789
Republic of Kosovo,2017,Mathematics,Miscellaneous Mathematics,6.474191216034437
Turkey,2017,Mathematics,Probability & Statistics,1.0576013575687258
Estonia,2017,Physics,Acoustics,1.066368755311912
France,2017,Physics,Acoustics,2.062500216248741
United States,2017,Physics,Acoustics,1.1371525824966395
Moldova ,2017,Physics,Applied Physics,5.713098043172471
South Africa,2017,Physics,Chemical Physics,1.0846691637731185
France,2017,Physics,Fluids & Plasmas,2.067914311840998
Lebanon ,2017,Physics,Fluids & Plasmas,1.4550003306534658
United States,2017,Physics,Fluids & Plasmas,1.0131693485744135
Kazakhstan,2017,Physics,General Physics,2.852916730283898
Switzerland,2017,Physics,Miscellaneous Physics,1.13432330809118
Uruguay,2017,Physics,Miscellaneous Physics,2.3024370845878543
Bulgaria,2017,Physics,Nuclear & Particle Physics,8.231574442315502
Moldova ,2017,Physics,Nuclear & Particle Physics,1.5021226875151177
Philippines,2017,Physics,Nuclear & Particle Physics,2.677718705607009
Syria,2017,Physics,Nuclear & Particle Physics,1.6324438339205385
Taiwan,2017,Physics,Nuclear & Particle Physics,1.4156099618844118
Bahrain,2017,Physics,Optics,1.264317354684413
Latvia,2017,Physics,Optics,1.5778016248935205
Russia,2017,Physics,Optics,2.1593744075215566
Bahrain,2017,Physics,Solid State Physics,1.5233903401616238
Slovakia,2017,Physics,Solid State Physics,1.1041867928434963
Uzbekistan,2017,Physics,Solid State Physics,2.569031047018123
Venezuela,2017,Physics,Solid State Physics,1.50752169078494
Indonesia,2017,Professional Fields,Communication,2.370500457359517
New Zealand,2017,Professional Fields,Communication,2.014628901794325
Sierra Leone,2017,Professional Fields,Communication,27.41024627946793
South Africa,2017,Professional Fields,Communication,1.8905575830701784
Barbados,2017,Professional Fields,Education,4.527792967119289
Kazakhstan,2017,Professional Fields,Education,1.375929685197675
Norway,2017,Professional Fields,Education,1.891422150549762
Suriname,2017,Professional Fields,Education,4.34906429736458
Sweden,2017,Professional Fields,Education,1.2426755187420042
Brazil,2017,Professional Fields,Information Science & Library Science,1.5093074368895456
Australia,2017,Earth and Space,Meteorology & Atmospheric Science,1.0615545455531104
Suriname,2017,Earth and Space,Meteorology & Atmospheric Science,9.025877427400676
Iceland,2017,Earth and Space,Oceanography & Limnology,3.4526693733416978
Papua New Guinea,2017,Earth and Space,Oceanography & Limnology,3.573761194888754
Peru,2017,Earth and Space,Oceanography & Limnology,1.792037540005544
Reunion,2017,Earth and Space,Oceanography & Limnology,5.284604320101455
India,2017,Engineering and Technology,Chemical Engineering,1.480305039557913
Malaysia,2017,Engineering and Technology,Chemical Engineering,2.6239805218036736
South Sudan,2017,Engineering and Technology,Chemical Engineering,2.226530912001184
Malaysia,2017,Engineering and Technology,Civil Engineering,1.4812150156627493
Republic of Serbia,2017,Engineering and Technology,Civil Engineering,1.2864204845065603
United Arab Emirates,2017,Engineering and Technology,Computers,1.9965979344887752
Iran,2017,Engineering and Technology,Electrical Engineering & Electronics,1.9059518505534967
Saudi Arabia,2017,Engineering and Technology,Electrical Engineering & Electronics,1.4149241253796243
Jordan,2017,Engineering and Technology,General Engineering,2.6132210491452024
Sudan,2017,Engineering and Technology,General Engineering,2.5328842071471187
Taiwan,2017,Engineering and Technology,General Engineering,1.022332294195822
Montenegro,2017,Engineering and Technology,Industrial Engineering,1.149164554574356
United Arab Emirates,2017,Engineering and Technology,Industrial Engineering,1.7597452369113713
Vietnam,2017,Engineering and Technology,Materials Science,1.0953731143141812
Brunei,2017,Engineering and Technology,Mechanical Engineering,1.2793698332750605
North Korea,2017,Engineering and Technology,Metals & Metallurgy,4.462366937283058
Qatar,2017,Engineering and Technology,Miscellaneous Engineering & Technology,1.4507108386637433
United Arab Emirates,2017,Engineering and Technology,Miscellaneous Engineering & Technology,2.4297927655151166
Gabon,2017,Engineering and Technology,Nuclear Technology,2.398547664077704
Latvia,2017,Engineering and Technology,Nuclear Technology,1.8077723773590573
Jordan,2017,Chemistry,Inorganic & Nuclear Chemistry,2.211225622651295
Palestine,2017,Chemistry,Inorganic & Nuclear Chemistry,1.2919433620455645
South Korea,2017,Chemistry,Physical Chemistry,1.150690842915775
Iran,2017,Chemistry,Polymers,2.126115519003039
Bahrain,2017,Clinical Medicine,Addictive Diseases,2.8137878367120246
Botswana,2017,Clinical Medicine,Addictive Diseases,1.600657751423008
Vatican,2017,Clinical Medicine,Allergy,27.801829708575227
Canada,2017,Clinical Medicine,Anesthesiology,1.9896346767804145
Uganda,2017,Clinical Medicine,Anesthesiology,1.824185867138672
Jordan,2017,Clinical Medicine,Arthritis & Rheumatology,1.1018766207462096
Lebanon ,2017,Clinical Medicine,Arthritis & Rheumatology,1.478013913920864
Moldova ,2017,Clinical Medicine,Arthritis & Rheumatology,3.8681425068632698
France,2017,Clinical Medicine,Cancer,1.0618497755710408
Malta,2017,Clinical Medicine,Cancer,1.551042744876007
Cape Verde,2017,Clinical Medicine,Cardiovascular System,4.203376822716808
Brazil,2017,Clinical Medicine,Dentistry,4.803587408815754
Colombia,2017,Clinical Medicine,Dentistry,1.794897242808675
Malta,2017,Clinical Medicine,Dentistry,6.3210376007841775
New-Caledonia,2017,Clinical Medicine,Dentistry,1.193765976873935
Switzerland,2017,Clinical Medicine,Dentistry,2.195735859973125
Bahrain,2017,Clinical Medicine,Dermatology & Venerial Disease,9.8880733305451
Cuba,2017,Clinical Medicine,Dermatology & Venerial Disease,1.0470373023241142
Gabon,2017,Clinical Medicine,Dermatology & Venerial Disease,1.7541866786214464
Uganda,2017,Clinical Medicine,Dermatology & Venerial Disease,2.679439885148898
Poland,2017,Clinical Medicine,Endocrinology,1.150743516506708
Qatar,2017,Clinical Medicine,Endocrinology,2.464078524937874
Costa Rica,2017,Clinical Medicine,Environmental & Occupational Health,3.088183176168868
Iceland,2017,Clinical Medicine,Environmental & Occupational Health,2.024207333351348
Lebanon ,2017,Clinical Medicine,Environmental & Occupational Health,1.4026867192579178
Rwanda,2017,Clinical Medicine,Environmental & Occupational Health,6.224823849164813
Seychelles,2017,Clinical Medicine,Environmental & Occupational Health,4.957154554654045
Sudan,2017,Clinical Medicine,Environmental & Occupational Health,2.1622855133989805
Thailand,2017,Clinical Medicine,Environmental & Occupational Health,1.0624958253836372
United States,2017,Clinical Medicine,Environmental & Occupational Health,1.3357753384259163
Macedonia,2017,Clinical Medicine,Fertility,3.905714024872695
Gambia,2017,Clinical Medicine,General & Internal Medicine,3.449820624749125
Kenya,2017,Clinical Medicine,General & Internal Medicine,1.799906412912587
Swaziland,2017,Clinical Medicine,General & Internal Medicine,1.4611004998937471
Netherlands,2017,Clinical Medicine,Geriatrics,1.860734171342191
Peru,2017,Clinical Medicine,Geriatrics,3.005860846696164
Cambodia,2017,Clinical Medicine,Hematology,1.6987973548689963
Iceland,2017,Clinical Medicine,Hematology,1.9393742174612167
Liberia ,2017,Clinical Medicine,Hematology,4.59304470020136
Turkey,2017,Clinical Medicine,Hematology,1.040589107660472
Belgium,2017,Clinical Medicine,Immunology,1.455661558538139
Chile,2017,Clinical Medicine,Immunology,1.092364969763026
Gambia,2017,Clinical Medicine,Immunology,22.97933704034016
Cameroon,2017,Biomedical Research,Biophysics,1.418499735758059
Palestine,2017,Biomedical Research,Biophysics,1.6648359369561372
Belgium,2017,Biomedical Research,Embryology,1.21015946661352
Cambodia,2017,Biomedical Research,General Biomedical Research,1.6550221370783988
Iceland,2017,Biomedical Research,General Biomedical Research,1.2048346098203797
Lesotho,2017,Biomedical Research,General Biomedical Research,2.033379231529702
Madagascar,2017,Biomedical Research,General Biomedical Research,1.840430837296957
Malaysia,2017,Biomedical Research,General Biomedical Research,1.1308730856396096
Mozambique,2017,Biomedical Research,General Biomedical Research,1.9515404389294355
Norway,2017,Biomedical Research,General Biomedical Research,1.2052841173320148
Papua New Guinea,2017,Biomedical Research,General Biomedical Research,2.418599757407032
Seychelles,2017,Biomedical Research,General Biomedical Research,2.682330050103011
Bahrain,2017,Biomedical Research,Genetics & Heredity,1.4572774342010644
Bolivia,2017,Biomedical Research,Genetics & Heredity,1.6934722476954265
Burundi,2017,Biomedical Research,Genetics & Heredity,3.927414361676627
Fiji,2017,Biomedical Research,Genetics & Heredity,1.3775259328268767
Senegal,2017,Biomedical Research,Genetics & Heredity,1.938954569315141
Jamaica,2017,Biomedical Research,Microbiology,1.0546901600388967
Nepal,2017,Biomedical Research,Microbiology,1.5197355229677425
Nicaragua,2017,Biomedical Research,Microbiology,3.1156901975461
France,2017,Biomedical Research,Microscopy,1.492474130772209
Netherlands,2017,Biomedical Research,Microscopy,1.3490392807027978
Bahamas,2017,Biomedical Research,Nutrition & Dietetic,4.607952043121936
Belize,2017,Biomedical Research,Nutrition & Dietetic,6.911928064682904
Honduras ,2017,Biomedical Research,Nutrition & Dietetic,2.7012132666576867
Malta,2017,Biomedical Research,Nutrition & Dietetic,2.454366101297324
Niger,2017,Biomedical Research,Nutrition & Dietetic,2.0982638767787387
Oman,2017,Biomedical Research,Nutrition & Dietetic,1.177972702752976
Bolivia,2017,Biomedical Research,Parasitology,4.161165934112251
Ethiopia,2017,Biomedical Research,Parasitology,3.230151360129866
Guinea-Bissau,2017,Biomedical Research,Parasitology,9.449314308713236
Vietnam,2017,Biomedical Research,Parasitology,2.651147122171858
Yemen,2017,Biomedical Research,Parasitology,1.7512242734294805
Zambia,2017,Biomedical Research,Parasitology,8.045535908083998
Canada,2017,Biomedical Research,Physiology,1.9039669834337447
Lebanon ,2017,Biomedical Research,Physiology,1.4467906137455422
Brunei,2017,Biomedical Research,Virology,2.993346401859913
Burma,2017,Biomedical Research,Virology,1.2558292375619176
Guatemala,2017,Biomedical Research,Virology,1.781366472845981
Pakistan,2017,Biomedical Research,Virology,1.417046066629554
Uganda,2017,Biomedical Research,Virology,2.7268837853881904
Botswana,2017,Chemistry,Applied Chemistry,1.4798378852051997
Indonesia,2017,Chemistry,Applied Chemistry,1.3478227407907115
Qatar,2017,Chemistry,Applied Chemistry,1.0588385896712438
Russia,2017,Chemistry,Applied Chemistry,3.414345128625844
Algeria,2017,Chemistry,General Chemistry,1.2577232484955216
India,2017,Chemistry,General Chemistry,2.0243548017022355
Republic of Kosovo,2017,Chemistry,General Chemistry,1.008404657643312
China,2017,Chemistry,Inorganic & Nuclear Chemistry,1.479872956486076
Mauritius,2017,Chemistry,Inorganic & Nuclear Chemistry,3.598985079984072
Saudi Arabia,2017,Chemistry,Inorganic & Nuclear Chemistry,1.543959219664318
Palau,2017,Chemistry,Organic Chemistry,3.946199982371739
Costa Rica,2017,Clinical Medicine,Anesthesiology,6.458531405893029
Croatia,2017,Clinical Medicine,Anesthesiology,1.308276498986088
Germany,2017,Clinical Medicine,Anesthesiology,1.9142742489004856
Norway,2017,Clinical Medicine,Anesthesiology,1.1026474120260772
United States,2017,Clinical Medicine,Anesthesiology,1.3327822366274986
Bermuda,2017,Clinical Medicine,Arthritis & Rheumatology,6.819391975062653
Czech Republic,2017,Clinical Medicine,Arthritis & Rheumatology,1.0810132589267083
Dominican Republic,2017,Clinical Medicine,Arthritis & Rheumatology,8.29385510480593
Egypt,2017,Clinical Medicine,Arthritis & Rheumatology,1.2010670797566316
Italy,2017,Clinical Medicine,Arthritis & Rheumatology,1.486598520046766
Syria,2017,Clinical Medicine,Arthritis & Rheumatology,1.401244926382737
Guatemala,2017,Clinical Medicine,Cardiovascular System,1.267866378591211
Netherlands,2017,Clinical Medicine,Cardiovascular System,2.340594322720673
Poland,2017,Clinical Medicine,Cardiovascular System,1.3853887204229294
Portugal,2017,Clinical Medicine,Cardiovascular System,1.0947345494712477
Qatar,2017,Clinical Medicine,Cardiovascular System,1.2327384040915403
Belgium,2017,Clinical Medicine,Dentistry,1.1418947453814157
Mali,2017,Clinical Medicine,Dentistry,1.817535586411667
Tonga,2017,Clinical Medicine,Dentistry,18.340586371972275
Bolivia,2017,Clinical Medicine,Dermatology & Venerial Disease,4.924597464753785
Brazil,2017,Clinical Medicine,Dermatology & Venerial Disease,1.4656331548779205
Ecuador,2017,Clinical Medicine,Dermatology & Venerial Disease,1.2938938931154056
Ivory Coast,2017,Clinical Medicine,Dermatology & Venerial Disease,1.937837991545713
Nepal,2017,Clinical Medicine,Dermatology & Venerial Disease,1.601375667237955
Thailand,2017,Clinical Medicine,Dermatology & Venerial Disease,1.5064016566646283
Bahrain,2017,Clinical Medicine,Endocrinology,2.2148238551495503
Bulgaria,2017,Clinical Medicine,Endocrinology,1.4054245143787767
Ireland,2017,Clinical Medicine,Endocrinology,1.0770673068553216
Macedonia,2017,Clinical Medicine,Endocrinology,1.9128024203564296
Slovakia,2017,Clinical Medicine,Endocrinology,1.105909842898512
Denmark,2017,Clinical Medicine,Environmental & Occupational Health,2.609597301667
Poland,2017,Clinical Medicine,Environmental & Occupational Health,1.903134049149628
Chile,2017,Clinical Medicine,Fertility,1.7741669880425848
Iceland,2017,Clinical Medicine,Fertility,1.4930618340086756
Iran,2017,Clinical Medicine,Fertility,1.1462492385819485
Japan,2017,Clinical Medicine,Gastroenterology,2.1338003524443065
Norway,2017,Clinical Medicine,Gastroenterology,1.306200969487768
French-Polynesia,2017,Clinical Medicine,General & Internal Medicine,2.2998804164994167
Nepal,2017,Clinical Medicine,General & Internal Medicine,5.730489629654871
Solomon Islands,2017,Clinical Medicine,General & Internal Medicine,1.1188607431618784
Togo,2017,Clinical Medicine,General & Internal Medicine,1.2737799229842923
Cyprus,2017,Clinical Medicine,Geriatrics,1.696995166403618
Finland,2017,Clinical Medicine,Geriatrics,2.476702464751955
Bahrain,2017,Clinical Medicine,Hematology,2.610783303272352
Malta,2017,Clinical Medicine,Hematology,1.9427499776308623
Uruguay,2017,Clinical Medicine,Hematology,1.1253376307208416
Albania,2017,Clinical Medicine,Immunology,4.699365335090867
Barbados,2017,Clinical Medicine,Immunology,2.993431343585278
Burkina Faso,2017,Clinical Medicine,Immunology,5.081871815854077
French-Polynesia,2017,Clinical Medicine,Immunology,4.046675705217136
Ghana ,2017,Clinical Medicine,Immunology,2.869106086817937
Monaco,2017,Clinical Medicine,Immunology,1.4376347900113506
Solomon Islands,2017,Clinical Medicine,Immunology,1.9686530457813087
Sri Lanka,2017,Clinical Medicine,Immunology,1.8766072449766489
United Kingdom,2017,Clinical Medicine,Immunology,1.2269342086210837
Cameroon,2017,Clinical Medicine,Miscellaneous Clinical Medicine,5.546567664314774
Guinea,2017,Clinical Medicine,Miscellaneous Clinical Medicine,1.8997937544098569
Mali,2017,Humanities,Miscellaneous Humanities,2.638246628131021
Croatia,2017,Humanities,Philosophy,5.07978669368617
Indonesia,2017,Humanities,Religion,1.058341269637844
Angola,2017,Mathematics,Applied Mathematics,1.0044009850109303
Bhutan,2017,Mathematics,Applied Mathematics,1.3344184515145214
Germany,2017,Mathematics,Applied Mathematics,1.0678589326733214
Turkmenistan,2017,Mathematics,Applied Mathematics,8.491753782365137
North Korea,2017,Mathematics,General Mathematics,5.244351569784547
South Africa,2017,Mathematics,Miscellaneous Mathematics,1.1264127219281124
Algeria,2017,Mathematics,Probability & Statistics,2.027127635194228
Chile,2017,Mathematics,Probability & Statistics,1.3149104120487154
Colombia,2017,Mathematics,Probability & Statistics,1.0679515487904838
Cyprus,2017,Mathematics,Probability & Statistics,1.7602277584626531
Luxembourg,2017,Mathematics,Probability & Statistics,1.4862800161739689
Finland,2017,Physics,Acoustics,1.3860535402652507
Luxembourg,2017,Physics,Acoustics,1.3746804440252658
Bangladesh,2017,Physics,Applied Physics,1.3483282636227452
Byelarus,2017,Physics,Applied Physics,3.5727070388826143
Lithuania,2017,Physics,Applied Physics,1.4538112276181088
Palestine,2017,Physics,Applied Physics,1.0565014252331373
Ukraine,2017,Physics,Applied Physics,2.2131242550869743
Pakistan,2017,Physics,Chemical Physics,1.9291439521375608
Palestine,2017,Physics,Chemical Physics,1.5101384825020885
Poland,2017,Physics,Chemical Physics,1.442732030097609
Qatar,2017,Physics,Chemical Physics,1.3184595941382309
Bangladesh,2017,Physics,Fluids & Plasmas,2.141564509716798
Morocco,2017,Physics,Fluids & Plasmas,3.090225293915097
Macedonia,2017,Physics,General Physics,2.230167448146514
Greece,2017,Physics,Nuclear & Particle Physics,2.7269593498518208
Kyrgyzstan,2017,Physics,Nuclear & Particle Physics,1.1916839987619934
Latvia,2017,Physics,Nuclear & Particle Physics,10.01630947235296
Lithuania,2017,Physics,Nuclear & Particle Physics,3.753432969073638
Iran,2017,Physics,Optics,1.335224820132502
Lithuania,2017,Physics,Optics,2.0642631237952025
Hungary,2017,Physics,Solid State Physics,1.2143118323571678
Sri Lanka,2017,Physics,Solid State Physics,1.3809358999556705
Ukraine,2017,Physics,Solid State Physics,5.597526008149524
Colombia,2017,Professional Fields,Communication,1.8045891678653267
Oman,2017,Professional Fields,Communication,1.9063517149254008
Qatar,2017,Professional Fields,Communication,2.28125121670379
Spain,2017,Professional Fields,Communication,1.1283682931696963
Iceland,2017,Professional Fields,Education,1.7230002776700686
Netherlands,2017,Professional Fields,Education,1.5043368749531587
Tanzania,2017,Professional Fields,Education,1.0913689651877156
Palestine,2017,Professional Fields,Information Science & Library Science,1.1677245037900774
Luxembourg,2017,Professional Fields,Law,2.8646256059570585
Malta,2017,Professional Fields,Law,2.4853111374323458
Monaco,2017,Professional Fields,Law,3.131165018541409
Cyprus,2017,Professional Fields,Management,2.128119045035972
Germany,2017,Professional Fields,Management,1.0126938283116278
Portugal,2016,Professional Fields,Management,1.5649576182469669
Finland,2016,Professional Fields,Miscellaneous Professional Field,1.3961701794605363
Cyprus,2016,Professional Fields,Social Work,3.1716044331796622
Finland,2016,Professional Fields,Social Work,1.300510900748747
Sweden,2016,Professional Fields,Social Work,1.296631712172699
Rwanda,2016,Psychology,Behavioral Science & Complementary Psychology,4.058082500771383
Finland,2016,Psychology,Experimental Psychology,1.153444960939236
Switzerland,2016,Psychology,Experimental Psychology,1.4636450826312033
United Kingdom,2016,Psychology,Experimental Psychology,2.356876101891019
Canada,2016,Psychology,General Psychology,1.4347302668764692
Russia,2016,Psychology,General Psychology,1.542320545342771
Canada,2016,Psychology,Human Factors,1.3734598869876284
United Kingdom,2016,Psychology,Human Factors,1.4480975849626725
Cyprus,2016,Psychology,Miscellaneous Psychology,1.6902357094200202
Zimbabwe,2016,Psychology,Social Psychology,1.2513435127527084
Armenia,2016,Social Sciences,Anthropology and Archaeology,4.606822201882635
Greece,2016,Social Sciences,Anthropology and Archaeology,2.027265074088142
Panama,2016,Social Sciences,Anthropology and Archaeology,7.535788906945385
Vanuatu,2016,Social Sciences,Anthropology and Archaeology,23.2692941248246
Bosnia & Herzegovina,2016,Social Sciences,Area Studies,1.341747419804448
Czech Republic,2016,Social Sciences,Area Studies,1.07291626748554
Gabon,2016,Social Sciences,Area Studies,4.624746425708947
Jamaica,2016,Social Sciences,Area Studies,3.2768303820349827
South Sudan,2016,Social Sciences,Area Studies,108.68154100416024
Turkey,2016,Social Sciences,Area Studies,2.592800183001835
Republic of Kosovo,2016,Social Sciences,Criminology,12.183970099667771
Burkina Faso,2016,Social Sciences,Demography,4.922091966839078
Ghana ,2016,Social Sciences,Demography,4.727638950865189
Ivory Coast,2016,Social Sciences,Demography,6.789694237944686
Netherlands,2016,Social Sciences,Demography,2.7073511175507763
Thailand,2016,Social Sciences,Demography,1.160279829778452
United Kingdom,2016,Social Sciences,Demography,1.7599281625595309
Kuwait,2016,Social Sciences,Economics,1.644114644994327
Kyrgyzstan,2016,Social Sciences,Economics,1.523988493179038
New Zealand,2016,Social Sciences,Economics,1.3182996010030978
Romania,2016,Social Sciences,Economics,1.9858174539502715
Kenya,2016,Social Sciences,General Social Sciences,1.0485185205548744
Luxembourg,2016,Social Sciences,General Social Sciences,2.47910232230122
Mexico,2016,Social Sciences,General Social Sciences,2.1101381824775403
Mongolia,2016,Social Sciences,Geography,4.791448915599686
Switzerland,2016,Social Sciences,International Relations,1.2064373420082375
Bangladesh,2016,Social Sciences,Planning & Urban Studies,1.9929981938981307
Nigeria,2016,Social Sciences,Planning & Urban Studies,1.0911091611937584
South Africa,2017,Biomedical Research,Virology,2.511918588884722
Byelarus,2017,Chemistry,Analytical Chemistry,5.658103808181681
Cuba,2017,Chemistry,Analytical Chemistry,2.048663003156266
Libya,2017,Chemistry,Analytical Chemistry,2.116791198424143
Poland,2017,Chemistry,Analytical Chemistry,1.5189888534287184
Togo,2017,Chemistry,Analytical Chemistry,1.8644045555351108
Greece,2017,Chemistry,Applied Chemistry,1.2376127282556328
Mauritius,2017,Chemistry,Applied Chemistry,3.209518530250238
Moldova ,2017,Chemistry,Applied Chemistry,4.153494568559131
Saudi Arabia,2017,Chemistry,General Chemistry,1.7375419294628616
Angola,2017,Chemistry,Organic Chemistry,1.9518838622483872
Egypt,2017,Chemistry,Organic Chemistry,2.548426603097209
Djibouti,2017,Chemistry,Polymers,8.083462447671952
Kuwait,2017,Chemistry,Polymers,1.3908974490966264
Dominican Republic,2017,Clinical Medicine,Addictive Diseases,4.816393594371934
Kyrgyzstan,2017,Clinical Medicine,Addictive Diseases,3.564131259835232
Laos,2017,Clinical Medicine,Addictive Diseases,6.641238372363784
Uganda,2017,Clinical Medicine,Addictive Diseases,1.3343253468601115
Zambia,2017,Clinical Medicine,Addictive Diseases,1.185409509923026
Cyprus,2017,Clinical Medicine,Allergy,3.397372265813673
Turkey,2017,Clinical Medicine,Allergy,1.0147930290102978
United States,2017,Clinical Medicine,Allergy,1.0739375572080114
Lebanon ,2017,Clinical Medicine,Anesthesiology,1.980136735972923
Malta,2017,Clinical Medicine,Anesthesiology,2.86249531631943
Oman,2017,Clinical Medicine,Anesthesiology,4.121562805076472
Mexico,2017,Clinical Medicine,Arthritis & Rheumatology,1.78969268396862
Turkey,2017,Clinical Medicine,Arthritis & Rheumatology,2.1779996396125214
Sweden,2017,Clinical Medicine,Cancer,1.1503735164182811
Seychelles,2017,Clinical Medicine,Cardiovascular System,3.309041328521742
Vatican,2017,Clinical Medicine,Cardiovascular System,2.1600686450072484
Germany,2017,Clinical Medicine,Dentistry,1.1676017689246592
Iraq,2017,Clinical Medicine,Dentistry,1.6391899069950222
Norway,2017,Clinical Medicine,Dentistry,1.0635173896766887
Burkina Faso,2017,Clinical Medicine,Dermatology & Venerial Disease,1.3870313272820738
Denmark,2017,Clinical Medicine,Dermatology & Venerial Disease,2.244409442085977
Netherlands,2017,Clinical Medicine,Dermatology & Venerial Disease,1.413713423718005
Philippines,2017,Clinical Medicine,Dermatology & Venerial Disease,2.1442654740006493
Finland,2017,Biomedical Research,General Biomedical Research,1.113268959265339
French-Polynesia,2017,Biomedical Research,General Biomedical Research,3.5019308987455977
Reunion,2017,Biomedical Research,General Biomedical Research,2.2352750417525096
San Marino,2017,Biomedical Research,General Biomedical Research,2.0011033707117702
Solomon Islands,2017,Biomedical Research,General Biomedical Research,1.13576137256614
Uganda,2017,Biomedical Research,General Biomedical Research,1.7480520293239257
United Kingdom,2017,Biomedical Research,General Biomedical Research,1.2626636113996097
Chad,2017,Biomedical Research,Genetics & Heredity,2.5637288194277983
Dominican Republic,2017,Biomedical Research,Genetics & Heredity,1.6629592342234367
Guadeloupe,2017,Biomedical Research,Genetics & Heredity,1.264304623279462
Kenya,2017,Biomedical Research,Genetics & Heredity,1.5286830227644015
Lebanon ,2017,Biomedical Research,Genetics & Heredity,1.00017837145648
Mauritius,2017,Biomedical Research,Genetics & Heredity,1.1986264610311783
Sudan,2017,Biomedical Research,Genetics & Heredity,2.1413976217958406
Belgium,2017,Biomedical Research,Microbiology,1.2900989507668403
Colombia,2017,Biomedical Research,Microbiology,1.2589347254319574
Mozambique,2017,Biomedical Research,Microbiology,1.0514248654257734
Netherlands,2017,Biomedical Research,Microbiology,1.1231860098139792
Romania,2017,Biomedical Research,Microbiology,1.1327602334632
Uzbekistan,2017,Biomedical Research,Microbiology,1.2559549982711715
South Korea,2017,Biomedical Research,Miscellaneous Biomedical Research,1.0143918738717908
Sri Lanka,2017,Biomedical Research,Miscellaneous Biomedical Research,2.219927469384932
Japan,2017,Biomedical Research,Nutrition & Dietetic,1.1154390634676117
Republic of Serbia,2017,Biomedical Research,Nutrition & Dietetic,1.4467444660205848
South Korea,2017,Biomedical Research,Nutrition & Dietetic,1.2928447533995475
Bulgaria,2017,Biomedical Research,Parasitology,2.4469900637592663
Congo,2017,Biomedical Research,Parasitology,15.11890289394118
Laos,2017,Biomedical Research,Parasitology,25.354681871826823
Tanzania,2017,Biomedical Research,Parasitology,7.274189128216983
Ukraine,2017,Biomedical Research,Parasitology,1.325921324181934
Uruguay,2017,Biomedical Research,Parasitology,8.643292942997226
Austria,2017,Biomedical Research,Physiology,1.142939677455742
Czech Republic,2017,Biomedical Research,Physiology,2.2927161105685814
Oman,2017,Biomedical Research,Physiology,2.0076183871606896
Slovakia,2017,Biomedical Research,Virology,1.66719954732279
Ivory Coast,2017,Chemistry,Applied Chemistry,1.7843532623051863
Pakistan,2017,Chemistry,Applied Chemistry,1.2210555763577753
Barbados,2017,Chemistry,General Chemistry,1.1051009946776025
Pakistan,2017,Chemistry,General Chemistry,1.3523690485422926
Yemen,2017,Chemistry,General Chemistry,1.557381710646042
Czech Republic,2017,Chemistry,Inorganic & Nuclear Chemistry,1.2609389969062057
Cuba,2017,Chemistry,Organic Chemistry,1.1802678750916775
Slovakia,2017,Chemistry,Organic Chemistry,1.45423290296456
Uruguay,2017,Chemistry,Organic Chemistry,1.4001489955602089
Vietnam,2017,Chemistry,Organic Chemistry,1.4589214742426448
Egypt,2017,Chemistry,Physical Chemistry,1.3860423394696115
Hungary,2017,Chemistry,Physical Chemistry,1.0603486043877437
Libya,2017,Chemistry,Physical Chemistry,1.111500792561841
Bulgaria,2017,Chemistry,Polymers,1.0902550507457354
Colombia,2017,Clinical Medicine,Allergy,1.1872667491206503
France,2017,Clinical Medicine,Allergy,2.64824642626539
